"","sample","id","sign","text"
"457",457,589736,"Aries","           indeed.  if only we could read it.         "
"458",458,589736,"Aries","           an incredibly important article to read  urlLink http://www.nytimes.com/2002/10/27/magazine/27DETAIN.html          "
"459",459,589736,"Aries","           the dinner was good thanks miriam         "
"460",460,589736,"Aries","           *LMGDAO*  That website is too damn funny... The pictures...man...I'm in tears...and the QUOTES from their black friends...  *whew*  Thank you. :)         "
"461",461,589736,"Aries","            urlLink http://blackpeopleloveus.com/          "
"462",462,589736,"Aries","           Saddam Hussein was sitting in his office wondering whom to invade next when his telephone rang.  'Hallo, Mr. Hussein!', a heavily accented voice said. 'This is Paddy, down at the Harp Pub in County Sligo, Ireland. I am ringing to inform you that we are officially declaring war on you!'  'Well, Paddy,' Saddam replied, 'this is indeed important news! How big is your army?'  'Right now,' said Paddy, after a moment's calculation, 'there is myself, my cousin Sean, my next door neighbor Seamus, and the entire dart team from the pub. That makes eight!'  Saddam paused. 'I must tell you, Paddy, that I have one million men in my army waiting to move on my command.'  'Begorra!', said Paddy. 'I'll have to ring you back!'  Sure enough, the next day, Paddy called again. 'Mr. Hussein, the war is still on! We have managed to acquire some infantry equipment!'  'And what equipment would that be, Paddy?' Saddam asked.  'Well, we have two combines, a bulldozer, and Murphy's farm tractor.'  Saddam sighed. 'I must tell you, Paddy, that I have 16,000 tanks and 14,000 armored personnel carriers. Also, I've increased my army to 1 and a half million since we last spoke.'  'Saints preserve us!' said Paddy. 'I'll have to get back to you.'  Sure enough, Paddy rang again the next day. 'Mr. Hussein, the war is still on! We have managed to get ourselves airborne! We've modified Harrigan's ultra-light with a couple of shotguns in the cockpit, and four boys from the Shamrock Pub have joined us as well!'  Saddam was silent for a minute and then cleared his throat. 'I must tell you, Paddy, that I have 10,000 bombers and 20,000 fighter planes. My military complex is surrounded by laser-guided, surface-to-air missile sites. And since we last spoke, I've increased my army to TWO MILLION!'  'Holy Mary, and Joseph!', said Paddy, 'I'll have to ring you back.'  Paddy called again the next day. 'Top o' the mornin,' Mr. Hussein! I am sorry to tell you that we have had to call off the war.'  'I'm sorry to hear that,' said Saddam. 'Why the sudden change of heart?'  'Well,' said Paddy, 'we've all had a long chat over a bunch of pints, and decided there's no way we can feed two million prisoners.'         "
"463",463,589736,"Aries","           'insluting others'?           "
"464",464,589736,"Aries","           heh, my results center>           urlLink What      lesser-known Simpsons character are you?       Brought to you by the good folks at  urlLink sacwriters.com .                "
"465",465,589736,"Aries","           I hate these 'What kind of...?' blah-blah-bullshit tests. Yet I'm stunned by the simple accuracy of this one:       urlLink What lesser-known Simpsons character are you?            "
"466",466,589736,"Aries","           'If it were all so simple!  If only there were evil people somewhere insidiously committing evil deeds, and it were necessary only to separate them from the rest of us and destroy them.  But the line dividing good and evil cuts through the heart of every human being.  And who is willing to destroy a piece of his own heart?'  Alexsandr Solzhenitsyn, exiled Russian novelist quoted in Yes! (Winter 2002)         "
"467",467,589736,"Aries","           That would be a mock version of the infamous 'I am God' sniper letter. And no, I did not do the photoshop of it.  The original letter in it's entirety is  urlLink here .         "
"468",468,589736,"Aries","           what the heck is that allen?  did you make that up?         "
"469",469,589736,"Aries","           Good morning, all.  Yes, yes. Dinner was quite the festive evening. Again, I apologize for begin late, and as a peace offering, provide the following humor straight from my ongoing trip to hell:             "
"470",470,589736,"Aries","           Yes, thanks to Ben and Mir...  Pleasure seeing those of you whom I already know... Pleasure meeting those of you whom I was meeting for the first time...  It was a lovely meal with lovely people. :)  Once again, I want to thank all of you for welcoming me so warmly into your circle of friends...I am honored that those of whom Johnathan speaks so highly should be so gracious to me...  And no, I'm not just kissing ass. :)  Seriously, you guys rule.  And now I have stupid ol' poopid homework to do. Chow.         "
"471",471,589736,"Aries","           and, less he thinks he is forgotten, thank you ben for starting this great blog site!         "
"472",472,589736,"Aries","           and you knew i would be the first post :) thank you, all of you who showed up, to the big blogger dinner!  it was a grand success and i, for one, had a smashing time. and once again, happy birthday jennifer!         "
"473",473,589736,"Aries","           tonight is the big blogger party!  pasta luna, 6:30 - if you have any questions, etc. call ben on his cell.         "
"474",474,589736,"Aries","           My nose itches.  I had a dream last night that I belonged to a high school preppy motorcycle gang, only the motorcycles were hoverbikes.  I'm about to go eat breakfast with my future husband. What a beautiful day. :)           "
"475",475,589736,"Aries","           i think we should change the template on this page to the robot template.         "
"476",476,589736,"Aries","           the only senator to vote against the usa patriot act is dead.  paul wellstone,democratic senator from minnesota, died today in a plane crash.         "
"477",477,589736,"Aries","            urlLink  bob is so awful  urlLink http://www.angryflower.com/forthe.gif          "
"478",478,589736,"Aries","           these crisp, cold morning certainly do wake me up ... but not as much as tongues of flame.         "
"479",479,589736,"Aries","            urlLink Courtney's Lost Love   'Courtney Love's telling pals she's devastated by the tragic death of her dog! When Courtney had a doc remove her breast implants, she brought them home as 'souvenirs' . . . and the poor pooch ate one and died!'         "
"480",480,589736,"Aries","           oops one too many hee hees         "
"481",481,589736,"Aries","           hee hee neal.         "
"482",482,589736,"Aries","           No I do not. That is why my roommate sleeps on air. ;-)          "
"483",483,589736,"Aries","           i have just made reservations for 9 at pasta luna 6:30, sunday.   i was unable to get us into the upstairs because that is reserved for parties of 30 of more.  head count so far: me,ben,neal,johnathan,angie,jennifer,allen - 7         "
"484",484,589736,"Aries","           you have a roommate?         "
"485",485,589736,"Aries","           My roommate sleeps on air.          "
"486",486,589736,"Aries","           my roommate still keeps her air conditioner on at night.           "
"487",487,589736,"Aries","           I haven't slept in seventeen days yet I'm still behind on laundry          "
"488",488,589736,"Aries","           you are right, jennifer, i did state that dates were very unwelcome but what the hell, i thought since you were coming all this way to eat at pasta luna that i shouldn't put the same restrictions on you.  i understand about being tired.  i could get everything in my life done if i just didnt have to sleep.           "
"489",489,589736,"Aries","           No bring no boy. ( No woman no cry.) He's teaching a kids' cooking class in the Bronx for a charity, and I didn't invite him to come anyway. Besides, I thought dates weren't welcome to the Blog Eating Contest (how many blogs did the winner eat last year?). I can't believe I'm a) renting a minivan (for driving my furniture back from RVA to my new apartment) for fuggin' $350 (because the $39.95/day special isn't offered in NYC), b) so tired from working so goddamned much, c) freaked out about the sniper madness, and/or d) all of the above.          "
"490",490,589736,"Aries","           and jennifer, will you be bringing your friend de boy (isn't his name johnathan or andrew or ducky or something?)         "
"491",491,589736,"Aries","           I'm there like white on rice...  or more accurately, carbs on pasta.         "
"492",492,589736,"Aries","           we will be meeting at pasta luna on sunday at 6:30 - if anyone needs directions or just advice please incessantly email ben at work.  he loves it. all i need to know now is how many people will be there - so far i think it is: ben, mir, jennifer, angie, johnathan,neal, and (you?)         "
"493",493,589736,"Aries","           there's an upstairs at pasta luna?          "
"494",494,589736,"Aries","           Did someone mention pasta......ME like pasta.....where pasta...........oh no pasta here..... I guess I will have to go to Pasta Luna.         "
"495",495,589736,"Aries","           perhaps we could request a table upstairs (at pasta luna)  more quiet perhaps o yes         "
"496",496,589736,"Aries","           good morning all ye fellow bears!         "
"497",497,589736,"Aries","           pasta luna is very loud difficult to hear what everyone is saying but perhaps it will be different this time .... angie and i are seeing laurie anderson tonight at u of r coooool         "
"498",498,589736,"Aries","           you know, ang, the service there is awfully crummy.  and i don't even like indian food.  but ben does love indian food and if he asked me to whip myself with an extension cord i would which thank god he has only requested twice but you know, i think it's time for me to break free from his tyrannical rule and establish myself as the queen of my own palace, rather than allowing him to wear the flowing robes and tiara all the time.   with all that in mind, i decree that unless anyone disagrees with me, in which case i will immeadiately back down and mumble incoherently to myself, we will be dining at pasta luna!   god save the queen.         "
"499",499,589736,"Aries","           As for the Blogger dinner...I vote for Pasta Luna, for the following reasons:  a)  I love Italian food b)  The portions there are huge c)  They have creme brulee, which is the food of the gods as far as I'm concerned d)  While I loved the food at India K'raja, the service was awful and I suffered from a sad tummy afterward e)  Did I mention I love Italian food? f)   You know what I REALLY love?  Octopussy.  What a great flick.            "
"500",500,589736,"Aries","           i know jimi will appreciate this article: For Bush, Facts Are Malleable  Presidential Tradition Of Embroidering Key Assertions Continues  By Dana Milbank Washington Post Staff Writer Tuesday, October 22, 2002; Page A01    President Bush, speaking to the nation this month about the need to challenge Saddam Hussein, warned that Iraq has a growing fleet of unmanned aircraft that could be used 'for missions targeting the United States.'  Last month, asked if there were new and conclusive evidence of Hussein's nuclear weapons capabilities, Bush cited a report by the International Atomic Energy Agency saying the Iraqis were 'six months away from developing a weapon.' And last week, the president said objections by a labor union to having customs officials wear radiation detectors has the potential to delay the policy 'for a long period of time.'  All three assertions were powerful arguments for the actions Bush sought. And all three statements were dubious, if not wrong. Further information revealed that the aircraft lack the range to reach the United States; there was no such report by the IAEA; and the customs dispute over the detectors was resolved long ago.  As Bush leads the nation toward a confrontation with Iraq and his party into battle in midterm elections, his rhetoric has taken some flights of fancy in recent weeks. Statements on subjects ranging from the economy to Iraq suggest that a president who won election underscoring Al Gore's knack for distortions and exaggerations has been guilty of a few himself.  Presidential embroidery is, of course, a hoary tradition. Ronald Reagan was known for his apocryphal story about liberating a concentration camp. Bill Clinton fibbed famously and under oath about his personal indiscretions to keep a step ahead of Whitewater prosecutors. Richard M. Nixon had his Watergate denials, and Lyndon B. Johnson was often accused of stretching the truth to put the best face on the Vietnam War. Presidents Dwight D. Eisenhower and John F. Kennedy, too, played with the truth during the Gary Powers and Bay of Pigs episodes.  'Everybody makes mistakes when they open their mouths and we forgive them,' Brookings Institution scholar Stephen Hess said. Some of Bush's overstatements appear to be off-the-cuff mistakes. But, Hess said, 'what worries me about some of these is they appear to be with foresight. This is about public policy in its grandest sense, about potential wars and who is our enemy, and a president has a special obligation to getting it right.'  The White House, while acknowledging that on one occasion the president was 'imprecise,' said it stands by his words. 'The president's statements are well documented and supported by the facts,' Bush press secretary Ari Fleischer said. 'We reject any allegation to the contrary.'  In stop after stop across the country, Bush has cited an impressive statistic in his bid to get Congress to approve terrorism insurance legislation. 'There's over $15 billion of construction projects which are on hold, which aren't going forward -- which means there's over 300,000 jobs that would be in place, or soon to be in place, that aren't in place,' is how he put it last week in Michigan.  But these are not government estimates. The $15 billion figure comes from the Real Estate Roundtable, a trade group that is leading the fight for the legislation and whose members have much to gain. After pleas earlier this year from the White House for 'hard evidence' to make its case for terrorism insurance, the roundtable got the information from an unscientific survey of members, who were asked to provide figures with no documentation.   The 300,000 jobs number, the White House said, was supplied by the carpenters' union. But a union official said the White House apparently 'extrapolated' the number from a Transportation Department study of federal highway aid -- not private real estate -- that the union had previously cited.  The president has also taken some liberties as he argues for his version of homeland security legislation. He often suggests in stump speeches that the union covering customs workers is blocking the wearing of radiation detectors. 'The leadership of that particular group of people said, 'No way; we need to have a collective bargaining session over whether or not our people should be made to wear these devices,' ' he said in Michigan last week. 'And that could take a long period of time.'  The National Treasury Employees Union did indeed argue in January that the radiation devices should be voluntary, and it called for negotiations. But five days later, the Customs Service said it saw no need to negotiate and would begin to implement the policy, which it did. After a subsequent exchange between the union president and Customs Service commissioner, the union wrote in April that it 'does not object' to mandatory wearing of the devices.  The Customs Service said the delay had less to do with the dispute than the fact that customs lacks enough devices (about 4,000 are on order). The White House and Customs Service said the dispute was settled in part because Bush had the authority to waive collective bargaining, although he did not exercise it.  On Sept. 7, meeting with British Prime Minister Tony Blair at Camp David, Bush told reporters: 'I would remind you that when the inspectors first went into Iraq and were denied, finally denied access, a report came out of the Atomic -- the IAEA -- that they were six months away from developing a weapon. I don't know what more evidence we need.'  The IAEA did issue a report in 1998, around the time weapons inspectors were denied access to Iraq for the final time, but the report made no such assertion. It declared: 'Based on all credible information to date, the IAEA has found no indication of Iraq having achieved its program goal of producing nuclear weapons or of Iraq having retained a physical capability for the production of weapon-useable nuclear material or having clandestinely obtained such material.' The report said Iraq had been six to 24 months away from nuclear capability before the 1991 Gulf War.   The White House said that Bush 'was imprecise on this' and that the source was U.S. intelligence, not the IAEA.  In the president's Oct. 7 speech to the nation from Cincinnati, he introduced several rationales for taking action against Iraq. Describing contacts between al Qaeda and Iraq, Bush cited 'one very senior al Qaeda leader who received medical treatment in Baghdad this year.' He asserted that 'we have discovered through intelligence that Iraq has a growing fleet' of unmanned aircraft and expressed worry about them 'targeting the United States.'  Bush also stated that in 1998, 'information from a high-ranking Iraqi nuclear engineer who had defected revealed that despite his public promises, Saddam Hussein had ordered his nuclear program to continue.' He added, 'Iraq could decide on any given day to provide a biological or chemical weapon to a terrorist group or individual terrorists,' an alliance that 'could allow the Iraqi regime to attack America without leaving any fingerprints.'   In each of these charges, Bush omitted qualifiers that make the accusations seem less convincing. In the case of the al Qaeda leader receiving medical treatment, U.S. intelligence officials acknowledged that the terrorist, Abu Musab Zarqawi, was no longer in Iraq and that there was no hard evidence Hussein's government knew he was there or had contact with him. On the matter of the aircraft, a CIA report this month suggested that the fleet was more of an 'experiment' and 'attempt' and labeled it a 'serious threat to Iraq's neighbors and to international military forces in the region' -- but said nothing about it having sufficient range to threaten the United States.  Bush's statement about the Iraqi nuclear defector, implying such information was current in 1998, was a reference to Khidhir Hamza. But Hamza, though he spoke publicly about his information in 1998, retired from Iraq's nuclear program in 1991, fled to the Iraqi north in 1994 and left the country in 1995. Finally, Bush's statement that Iraq could attack 'on any given day' with terrorist groups was at odds with congressional testimony by the CIA. The testimony, declassified after Bush's speech, rated the possibility as 'low' that Hussein would initiate a chemical or biological weapons attack against the United States but might take the 'extreme step' of assisting terrorists if provoked by a U.S. attack.  White House spokesmen said in response that it was 'unrealistic' to assume Iraqi authorities did not know of Zarqawi's presence and that Iraq's unmanned aircraft could be launched from ships or trucks outside Iraq.   Some of the disputed Bush assertions are matters of perspective.  Bush often says, as he did Friday in Missouri, that 'because of a quirk in the rules in the United States Senate, after a 10-year period, the tax-relief plan we passed goes away.' There is a Senate rule that required a 60-vote majority for the tax cut, but the decision to let the cuts expire was based on pragmatic considerations. Proponents of the cut from the House and Senate -- both under GOP control at the time -- decided to have the tax cut expire after nine years to keep its price tag within the $1.35 trillion over 10 years that had been agreed between lawmakers and Bush.  Other times, the president's assertions simply outpace the facts. In New Hampshire earlier this month, he said his education legislation made 'the biggest increase in education spending in a long, long time.'   In fact, the 15.8 percent increase in Department of Education discretionary spending for fiscal year 2002 (the figures the White House supplied when asked about Bush's statement) was below the 18.5 percent increase under Clinton the previous year -- and Bush had wanted a much smaller increase than Congress approved. Earlier this month, Republican moderates complained to Bush's budget director, Mitchell E. Daniels Jr., that the administration was not spending the full amount for education that Congress approved. Daniels said it was 'nothing uncommon' and decried the 'explosively larger education bill.'    2002 The Washington Post Company           "
"501",501,589736,"Aries","           hee hee ben.  knee slapper.         "
"502",502,589736,"Aries","           i have the song 'stuck' frozen in my head.         "
"503",503,589736,"Aries","           i have the song 'frozen' stuck in my head.           "
"504",504,589736,"Aries","           that was funny angie - (not as in Dr. I Take Care of Cats)   chuckle. tee hee.         "
"505",505,589736,"Aries","           Allen...*lmgdao*...you crack me up.  I'm half tempted to start killing people for the injustice of the No-Steve Dell commercials as well...although, if I were going to start a killing spree for something arbitrary and stupid, I'd rather it be the 'People Will Continue To Die Until Britney Spears Is Sent Into Outer Space Without A Spacesuit' campaign.  So at least it would be something I truly feel...  I, too, have an image of the guy being some pissed off white vet (as in Nam, not as in Dr. I Take Care of Cats...although that would be pretty damned funny, too)...  *sigh*  Stupid ole stupid.         "
"506",506,589736,"Aries","           those guys were just illegal immigrants so the sniper is still at large.  i must admit though the image of someone happily crapping their pants is quite amusing.         "
"507",507,589736,"Aries","           This is Richmond, not Hollywood. Although knowing Henrico cops, they'd certainly get into that scenario. Some of those guys have been waiting their whole lives for something like this. Sheriff Cook must be crapping his pants with joy.  I myself thought it was somebody upset that Dell fired that Steven dude from their commercials. I know that's enough to make me pick up a gun.         "
"508",508,589736,"Aries","           if this is the sniper that was caught today, then he (they) were extremely disappointing.  i was anticipating a white, mid-30's, ex-militia or military, having a big gun battle with the police, never giving up ground, killing several officers before finally turning himself in and finally telling us his motive for doing all of this like ' i believe we shouldn't go to war with iraq because it killed my best friend' or 'i want custody of my kids', but instead we have some guy hiding in a van in richmond, va meekly giving up to local police.  what a wuss.         "
"509",509,589736,"Aries","           ben is lying - he said he would be fine going to pasta luna.  beware his fiendish mood swings.         "
"510",510,589736,"Aries","           Either one, as long as it's not at a Ponderosa steakhouse...      No comments on the national news, today, people? Why, who'd have ever thought that Mechanicsville, of all places, would make it onto Yahoo News? Guess that puts it on the map,  urlLink literally .  More damning conservsations from my weekend:   Me  (at Sephora in Regency Square):  Hey, did you notice that Jennifer Lopez has her own perfume now? (Holds up a white box that says  'Glow'  with the infamous 'J.Lo' logo below it). Wonder what it smells like...   Sara  (my other half):  My guess is Crystal, sweat, and pinto beans.  Guess I won't be riding that train alone.           "
"511",511,589736,"Aries","           it's  urlLink k'raja  or bust for this guy         "
"512",512,589736,"Aries","           the places to go for the dinner have been narrowed down to india k'raja and pasta luna.  vote for your favorite!         "
"513",513,589736,"Aries","           what's up with the blog - it's all blue.         "
"514",514,589736,"Aries","           i sing the body electric         "
"515",515,589736,"Aries","           Ample choruses of song ye shall receive.  Looking very much forward to meeting you...'cause, you know, looking BACKWARD to meeting you would be silly.           "
"516",516,589736,"Aries","           Looking forward to big dinner. Hereby RSVP in the positive. As I am coming all the way down from Queens for this ... where are we eating? And don't forget, it's my birthday. Only ample choruses of song accepted.         "
"517",517,589736,"Aries","           if i hold my breath long enough, i see the face of god and He says to me boogie, my son lay down the groove and boogie unfortunately right about that time i pass out         "
"518",518,589736,"Aries","           don't forget, big blog dinner taking place sunday, october 27th at 6:30!  for details ask me on the blog!         "
"519",519,589736,"Aries","           what warbot had to say about me  Gatekeepers in paradise by R. Robot  'There could be some unwelcome consequences,' said Mir this week in a dream I recently had. This is why I could no longer write for Z Magazine, not with a clear conscience. Now that's just bizarrely ad-hominem moral equivalence. After all, this is a man who has amassed a deadly guitarsenal. Like Yasser Arafat, Mir believes in a contemptuously duplicitous philosophy of appeasement. The only word for it is deceitful -- and cynical. Cunning pundits like Robert Scheer and others apparently believe the best way to confront the sniper is to give him a big, sloppy kiss.   When President Bush tries to protect us from deceitful brown men, Mir and her fellow leftoids cry out, 'racial profiling!'   God forbid the public be able to vote for moral reform.           "
"520",520,589736,"Aries","           try it out    urlLink http://www.inksyndicate.com/warbot/          "
"521",521,589736,"Aries","           Interestingly enough, I sometimes believe in the world moreso than myself...  I'm working on it.  Thanks for the kind words, mir. :)           "
"522",522,589736,"Aries","           angie, your last posting on deeply breathing made me cry.  you are not alone.  many of us harbor 'secret demons' that make us want to just give up and die. that make us feel like we're a burden to everyone and everything around us - including ourselves.  hang in there - believe in yourself and the world.            "
"523",523,589736,"Aries","           Intresting  urlLink Space Race . So who wants to start our own development?         "
"524",524,589736,"Aries","           Mir - In my opinion yes one can sacrifice one's mood for the happiness of another. However if one is always having to do this then that relationship is not really a happy one. There has to be some time for oneself for their happiness. In thoses time someone else mood may have to be sacrificed for the happiness to come about.          "
"525",525,589736,"Aries","           can one sacrifice one's own mood for another's happiness?  are some of us connected in some type of stronger way than others?  or is it something we just tell ourselves in order to feel more significant - less ephemeral?         "
"526",526,589736,"Aries","           hope you feel better soon ben!           "
"527",527,589736,"Aries","           group: i apologize for using the blog in this way, but i just wanted to let you know that i'm home sick for those of you who email me.  i'll delete this post when i (hopefully) return tomorrow.  i won't be checking my home email until perhaps later this evening.  happy blogging...         "
"528",528,589736,"Aries","           I would counter that there is now a precedent for federal court intervention in federal elections and that there is a constitutional basis for it. the supreme court did not choose bush over gore as much as it made florida clearly define what their election process is and whether the process itself violated federal law. from bush vs. gore  urlLink http://caselaw.lp.findlaw.com/scripts/getcase.pl?court=US&vol=531&invol=98   The petition presents the following questions: whether the Florida Supreme Court established new standards for resolving Presidential election contests, thereby violating Art. II, 1, cl. 2, of the United States Constitution and failing to comply with 3 U. S. C. 5, and whether the use of standardless manual recounts violates the Equal Protection and Due Process Clauses. With respect to the equal protection question, we find a violation of the Equal Protection Clause.  The Florida Supreme Court has ordered that the intent of the voter be discerned from such ballots. For purposes of resolving the equal protection challenge, it is not necessary to decide whether the Florida Supreme Court had the authority under the legislative scheme for resolving election disputes to define what a legal vote is and to mandate a manual recount implementing that definition. The recount mechanisms implemented in response to the decisions of the Florida Supreme Court do not satisfy the minimum requirement for non-arbitrary treatment of voters necessary to secure the fundamental right. Florida's basic command forthe count of legally cast votes is to consider the 'intent of the voter.' Gore v. Harris, ___ So. 2d, at ___ (slip op., at 39). This is unobjectionable as an abstract proposition and a starting principle. The problem inheres in the absence of specific standards to ensure its equal application. The formulation of uniform rules to determine intent based on these recurring circumstances is practicable and, we conclude, necessary.  While I understand Ted Rall's frustration with having Bush as president, I do not agree that the election was a judicial coup d'etat.  What it was though is an example, notedin the supreme court ruling itself, that the vote counting systems in this country are antiquated and need to be changed and standardized so everyone's vote can be counted. Florida was having different counties determine what was and was not a 'hanging chad'.  how can this be considered equal protection for all state voters wheneach district has it's own standards about what constitutes a vote?  and jimi, this case in front of the supreme court was brought by bush not by gore.           "
"529",529,589736,"Aries","           Let's get the record straight about the 2000 Election.  After each recount Bush still won in Florida.  I believe there were 3 recounts: a machine recount, and 2 hand recounts.  At the conclusion of each one, the Gore team (not Bush) cried foul and appealed to the higher courts.  It was the Gore team that tried and succeded in a lot of cases to have military absentee votes invalidated because of technicalities.  And they cheered when the decision by the court was returned in their favor!  Can you believe that?!  A candidate who consistently said he wanted 'to be sure that each vote was counted' had his attourneys in court cheering when they discredited the validity of the votes of men and women serving their country!  What a 'man' Gore is!     Next, there  is  federal election law provided in the Constitution.  The Constitution provides the boundaries for electing the President by the electors of the Electoral College.  Check out this web site for more info:   http://encarta.msn.com/encnet/refpages/refarticle.aspx?refid=761576768               'The electoral system was devised by the drafters of the Constitution of the United States, who hoped thereby to entrust the responsibility to people whose choice would be unaffected by partisan politics. In Article II, Section 1, of the Constitution, the method of selecting electors is delegated to the separate state legislatures, and the voting procedure to be followed by the electors is carefully defined. According to the electoral procedure originally specified in the Constitution, the electors were to vote for the two most qualified persons without specifying which was preferred for president and which for vice president. The candidate receiving the greatest number of electoral votes, provided the votes of a majority of the electors were received, would be president, and the candidate winning the second largest number of votes would be vice president. A serious flaw in this procedure was revealed in the election of 1800, when Thomas Jefferson was the presidential candidate of the Democratic-Republican Party (the forerunner of todays Democratic Party) and Aaron Burr was the candidate for vice president. The electors, by voting strictly for candidates of their party, gave Burr and Jefferson the same number of votes. As the Constitution provided, the election was referred to the House of Representatives, where a protracted struggle took place, requiring 36 ballots before Jefferson was chosen president and Burr vice president. Therefore, in 1804 Congress enacted and the states ratified the 12th Amendment, providing for separate electoral votes for president and for vice president.'   As you see in the article, the selecting of electors is left to the states' legislatures, but the election of a President is outlined in the Constitution.  Ben, the author of your article didn't do his homework.  The election of Bush to office according to the Constitution is fully legit.  Sorry, Democrats!   As far as the Toricelli case, Representatives and Senators are elected according to individual laws of the states.  So I can understand why the Supreme Court refused to hear the case.         "
"530",530,589736,"Aries","           A stay would be 'the only means of protecting the integrity of the federal election process,' Republicans argued. But that's exactly the point: there is no 'federal election process.' Elections, even for national office, are governed by state law and administered by state bureaucrats. The highest arbiter of election disputes is each state's supreme court.  The 2000 Florida dispute resulted in Republicans--historically the great champions of states' rights--obtaining the help of the federal court system to subvert the states' constitutionally-protected control of elections. An appeal of the Florida Supreme Court's decision, no matter how flawed that decision may have been, violated the Constitution. The fact that Renhquist et al. agreed to hear Bush v. Gore is what makes Bush's regime illegal. Had the court installed Gore rather than Bush, Gore would be the usurper. Recounts, hanging chads, choosing Bush over Gore--those details are mere footnotes to a brazenly extrajurisdictional judicial coup d'tat.  A Republican-controlled U.S. Supreme Court broke the law on behalf of George W. Bush. Would they do it for Douglas Forrester? 'The elites beat up on the Supreme Court very severely for Bush v. Gore,' commented conservative George Mason University professor Dan Polsby. 'I'm sure they don't relish being beat up by those elites again.' On Oct. 7 the Supremes did what they ought to have done two years ago in the Florida case--they refused to hear the case, without comment.  Election disputes, after all, are resolved by each state's supreme court.    urlLink - Ted Rall,  The Ironic Implication of the New Jersey Imbroglio           "
"531",531,589736,"Aries","           from the secret city - what does 'ad-free my fellow traveler' mean?         "
"532",532,589736,"Aries","           i love the language and voice - i wish i had written it  In a true universe, there would be a place where love and marriages go to die, rapture's own version of the elephant's graveyard. They should not be allowed to dissipate on their own, to float away on some random moment, irrevocable as seed from a dandelion.   There ought to be a body you can bury.     urlLink http://www.salon.com/mwt/feature/2002/10/15/divorce/index.html          "
"533",533,589736,"Aries","           When You are Old  W. B. Yeats   When you are old and grey and full of sleep, And nodding by the fire, take down this book, And slowly read, and dream of the soft look Your eyes had once, and of their shadows deep;  How many loved your moments of glad grace, And loved your beauty with love false or true, But one man loved the pilgrim soul in you, And loved the sorrows of your changing face;  And bending down beside the glowing bars, Murmur, a little sadly, how Love fled And paced upon the mountains overhead And hid his face amid a crowd of stars.             "
"534",534,589736,"Aries","           The Second Coming  Turning and turning in the widening gyre The falcon cannot hear the falconer; Things fall apart; the centre will not hold; Mere anarchy is loosed upon the world, The blood-dimmed tide is loosed, and everywhere  The ceremony of innocence is drowned; The best lack all conviction, while the worst Are full of passionate intensity.  Surely some revelation is at hand; Surely the Second Coming is at hand. The Second Coming!  Hardly are those words out When a vast image out of Spiritus Mundi Troubles my sight; somewhere in sands of the desert A shape with a lion body and the head of a man, A gaze blank and pitiless as the sun, Is moving its slow thighs, while all about it Reel shadows of the indignant desert birds. The darkness drops again; but now I know That twenty centuries of stony sleep  Were vexed to nightmare by a rocking cradle, And what rough beast, it's hour come round at last, Slouches toward Bethlehem to be born?  William Butler Yeats         "
"535",535,589736,"Aries","           'In August, the historic Shugborough Home (Staffordshire, England) announced a job opening for a hermit to live temporarily in a cave on the grounds (running water not available) and scare away trespassers; an administrator was said to be astonished at the large number of applications.  Also in August, the Landmark Trust, which manages the remote Lundy Island off the southwest coast of England, announced a job opening for a shepherd for the island's 600 sheep and various rare wildlife; the island receives birdwatchers but has no nighttime electricity.'   urlLink - news of the weird          "
"536",536,589736,"Aries","           NOOOOO!!!!!!!!!!!!!!!!!! The other crusade would outplace venerable  urlLink Smokey  ('Only you can prevent forest fires') Bear and hire -- get ready for this -- a squirrel named Reddy chattering his motto: 'No one can prevent wildfires. Be ready!'           "
"537",537,589736,"Aries","           my job is so incredibly boring - there's nothing to do.           "
"538",538,589736,"Aries","           i think we should put this man's blog on our site  'To function as non-homeless, a person must be able to establish and maintain a certain level of community -- the anxieties prevent me from doing this,' Barbieux writes. 'I took [the anti-depressant] Paxil for a few months and it helped. [But] I was dropped from the state insurance plan because they could not locate me (homeless people can be hard to find), so I no longer have the means to obtain the medicine.'     urlLink http://www.salon.com/tech/feature/2002/10/14/homeless/index.html          "
"539",539,589736,"Aries","            urlLink   urlLink  jellystone stuff.. http://www.cnn.com/2002/TRAVEL/DESTINATIONS/10/12/draper.museum.ap/index.html         "
"540",540,589736,"Aries","           fish and chips fish and chips fish and chips         "
"541",541,589736,"Aries","            The drool can be a bit overbearing at times. But I can deal with it because I'm in love love love love crazy love.         "
"542",542,589736,"Aries","           excellent.  johnathan has lost his mind.  the plan may now proceed to the next level.           "
"543",543,589736,"Aries","           candy bar candy bar candy bar         "
"544",544,589736,"Aries","           ben, where did you find that wacko homestar site?         "
"545",545,589736,"Aries","            urlLink http://www.angryflower.com/apath.gif          "
"546",546,589736,"Aries","           just had thanksgiving dinner with my family.  oh how i hate them.         "
"547",547,589736,"Aries","           if i don't cut it out i'm gonna kick my ass i mean it         "
